,precision,recall,f1-score,support
Non-SATD,0.9659225072448213,0.850976313176682,0.9048133718738218,126906.0
SATD,0.14541346588341617,0.4578827546955037,0.22072844502366418,7028.0
accuracy,0.8303492765093254,0.8303492765093254,0.8303492765093254,0.8303492765093254
macro avg,0.5556679865641188,0.6544295339360928,0.562770908448743,133934.0
weighted avg,0.9228674387581939,0.8303492765093254,0.8689169686759565,133934.0
