,precision,recall,f1-score,support
Non-SATD,0.5966421534619121,0.956193017567267,0.7347915242652084,4497.0
SATD,0.8897593732512591,0.3535690460306871,0.5060471037555697,4497.0
accuracy,0.654881031798977,0.654881031798977,0.654881031798977,0.654881031798977
macro avg,0.7432007633565856,0.654881031798977,0.6204193140103891,8994.0
weighted avg,0.7432007633565856,0.654881031798977,0.6204193140103891,8994.0
