Model,Class,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,F1_Mean,F1_Std,Support_Mean
BaggingClassifier,NO-SATD,0.9781021687404404,0.001322993337020049,0.9971961508357854,0.0005816064030192493,0.9875564559602165,0.0007783459908060904,5777.8
BaggingClassifier,SATD,0.9519391599247677,0.009716746121856667,0.7131393219500124,0.017734070686847285,0.8153108828175555,0.013128383075734017,449.7
BaggingClassifier,macro avg,0.965020664332604,0.0050903440070409825,0.8551677363928988,0.008922540207634309,0.9014336693888859,0.006950987573767953,6227.5
BaggingClassifier,weighted avg,0.9762130543737502,0.0015808688166185907,0.9766840083259767,0.001470284717078412,0.9751184285087309,0.0016654451046241123,6227.5
