,precision,recall,f1-score,support
Non-SATD,0.5389763779527559,0.973961297666477,0.6939375506893755,7028.0
SATD,0.8650442477876106,0.16690381331815596,0.2798187022900763,7028.0
accuracy,0.5704325554923164,0.5704325554923164,0.5704325554923164,0.5704325554923164
macro avg,0.7020103128701832,0.5704325554923164,0.4868781264897259,14056.0
weighted avg,0.7020103128701832,0.5704325554923164,0.4868781264897259,14056.0
