,precision,recall,f1-score,support
Non-SATD,0.954809978080331,0.9748081256993365,0.9647054236362927,126906.0
SATD,0.26842105263157895,0.16690381331815596,0.20582558343569046,7028.0
accuracy,0.9324144728000359,0.9324144728000359,0.9324144728000359,0.9324144728000359
macro avg,0.6116155153559549,0.5708559695087463,0.5852655035359916,133934.0
weighted avg,0.9187926757668494,0.9324144728000359,0.924884261594318,133934.0
