,precision,recall,f1-score,support
0,0.9477911646586346,0.6714082503556188,0.7860116569525396,1406.0
1,0.7455947136563876,0.9630156472261735,0.840471756672874,1406.0
accuracy,0.8172119487908962,0.8172119487908962,0.8172119487908962,0.8172119487908962
macro avg,0.8466929391575111,0.8172119487908962,0.8132417068127068,2812.0
weighted avg,0.8466929391575111,0.8172119487908962,0.8132417068127067,2812.0
