,precision,recall,f1-score,support
0,0.7809847198641766,0.9815078236130867,0.8698392688307596,1406.0
1,0.9751196172248804,0.7247510668563301,0.8314973480212158,1406.0
accuracy,0.8531294452347084,0.8531294452347084,0.8531294452347084,0.8531294452347084
macro avg,0.8780521685445285,0.8531294452347085,0.8506683084259876,2812.0
weighted avg,0.8780521685445285,0.8531294452347084,0.8506683084259876,2812.0
