Model,Class,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,F1_Mean,F1_Std,Support_Mean
XGBClassifier,NO-SATD,0.8779776980149844,0.010551908900567473,0.9248732538206224,0.009661572178488113,0.9007864875177477,0.008632253151608165,702.8
XGBClassifier,SATD,0.9206657666148672,0.009741883053387915,0.8713693450535557,0.012251140229986841,0.895303335862278,0.009464350032664376,702.8
XGBClassifier,macro avg,0.8993217323149258,0.00888233678485509,0.8981212994370888,0.009009845613085687,0.8980449116900129,0.00902289629083166,1405.6
XGBClassifier,weighted avg,0.8993206480080177,0.008885968864745011,0.8981227884561843,0.009005082638855036,0.8980451203215353,0.009022490687245002,1405.6
