,precision,recall,f1-score,support
Non-SATD,0.6100307062436029,0.8480364257256687,0.7096082867007977,7028.0
SATD,0.7508166122258516,0.4578827546955037,0.568852748806788,7028.0
accuracy,0.6529595902105862,0.6529595902105862,0.6529595902105862,0.6529595902105862
macro avg,0.6804236592347273,0.6529595902105862,0.6392305177537929,14056.0
weighted avg,0.6804236592347273,0.6529595902105862,0.6392305177537928,14056.0
