,precision,recall,f1-score,support
Non-SATD,0.5433070866141733,0.9973315543695798,0.7034190715181933,4497.0
SATD,0.9837618403247632,0.16166333110962863,0.27769289533995417,4497.0
accuracy,0.5794974427396041,0.5794974427396041,0.5794974427396041,0.5794974427396041
macro avg,0.7635344634694683,0.5794974427396042,0.4905559834290737,8994.0
weighted avg,0.7635344634694682,0.5794974427396041,0.49055598342907375,8994.0
